AirportID,Name,stadium_name,distance_km,City,Country,IATA,ICAO,airport_lat,airport_lon,Altitude,Timezone,DST,TzDatabaseTimezone,city_name,country,lat,lon
8982,Hayward Executive Airport,Levi's Stadium,31.483643755020385,Hayward,United States,HWD,KHWD,37.659198761,-122.122001648,52,-8,A,America/Los_Angeles,Santa Clara,USA,37.403,-121.97
9066,Henry County Airport,Mercedes-Benz Stadium,41.17977876128824,Hampton,United States,\N,K4A7,33.389099,-84.332397,874,-5,A,America/New_York,Atlanta,USA,33.755,-84.401
9071,Alameda Naval Air Station,Levi's Stadium,52.84052908100051,Alameda,United States,NGZ,KNGZ,37.78889846801758,-122.31999969482422,10,-8,U,America/Los_Angeles,Santa Clara,USA,37.403,-121.97
9225,Andrau Airpark,NRG Stadium,17.624917613868675,Houston,United States,AAP,KAAP,29.7224998474,-95.5883026123,79,-6,A,America/Chicago,Houston,USA,29.685,-95.411
9228,Johnson County Executive Airport,Arrowhead Stadium,31.344710363427158,Olathe,United States,OJC,KOJC,38.84759903,-94.73760223,1096,-6,A,America/Chicago,Kansas City,USA,39.049,-94.484
9238,Markham Airport,BMO Field,35.94565705254275,Markham,Canada,\N,CNU8,43.93579864501953,-79.26219940185547,807,-5,A,America/Toronto,Toronto,Canada,43.633,-79.419
9241,Niagara District Airport,BMO Field,52.980345056381765,Saint Catherines,Canada,YCM,CYSN,43.19169998168945,-79.17169952392578,321,-5,A,America/Toronto,Toronto,Canada,43.633,-79.419
9245,Holland Landing Airpark,BMO Field,51.11400205590489,Holland Landing,Canada,\N,CLA4,44.08940124511719,-79.49500274658203,855,-5,A,America/Toronto,Toronto,Canada,43.633,-79.419
9249,Brandywine Airport,Lincoln Financial Field,36.648892279389955,West Goshen Township,United States,\N,KOQN,39.9901008605957,-75.58190155029297,466,-5,A,America/New_York,Philadelphia,USA,39.901,-75.168
9252,Texas Gulf Coast Regional Airport,NRG Stadium,64.28356196833369,Angleton,United States,LJN,KLBX,29.1086006165,-95.462097168,25,-6,A,America/Chicago,Houston,USA,29.685,-95.411
9348,Enumclaw Airport,Lumen Field,50.15797101036372,Enumclaw,United States,\N,WA77,47.195701599121094,-122.02200317382812,738,-8,A,America/Los_Angeles,Seattle,USA,47.595,-122.332
9749,Bedwell Harbour Seaplane Base,BC Place,59.26045156674048,Bedwell Harbour,Canada,YBW,CAB3,48.75,-123.233001709,0,-8,A,America/Vancouver,Vancouver,Canada,49.277,-123.112
9763,Doylestown Airport,Lincoln Financial Field,48.19316374055929,Doylestown,United States,DYL,KDYL,40.3330001831,-75.1222991943,394,-5,A,America/New_York,Philadelphia,USA,39.901,-75.168
9788,Mesquite Metro Airport,AT&T Stadium,52.615180040921736,Misquite,United States,\N,KHQZ,32.74700164794922,-96.53040313720705,447,-6,A,America/Chicago,Dallas,USA,32.748,-97.093
9789,Denton Municipal Airport,AT&T Stadium,51.28184333990126,Denton,United States,\N,KDTO,33.2006988525,-97.1979980469,642,-6,A,America/Chicago,Dallas,USA,32.748,-97.093
10017,San Gabriel Valley Airport,SoFi Stadium,31.686249605318462,El Monte,United States,EMT,KEMT,34.086102,-118.035004,296,-8,E,\N,Inglewood,USA,33.953,-118.339
10117,Cable Airport,SoFi Stadium,62.52747960911562,Upland,United States,CCB,KCCB,34.1115989685,-117.68800354,1444,-8,A,\N,Inglewood,USA,33.953,-118.339
10162,Chino Airport,SoFi Stadium,64.78597136907091,Chino,United States,CNO,KCNO,33.97470093,-117.637001,650,-8,A,\N,Inglewood,USA,33.953,-118.339
10360,Half Moon Bay Airport,Levi's Stadium,48.45024537476634,Half Moon Bay,United States,HAF,KHAF,37.513401031499995,-122.500999451,66,-8,A,\N,Santa Clara,USA,37.403,-121.97
11111,Quakertown Airport,Lincoln Financial Field,62.118546472913295,Quakertown,United States,UKT,KUKT,40.435199737549,-75.381896972656,526,-5,A,\N,Philadelphia,USA,39.901,-75.168
11141,Arlington Municipal Airport,Lumen Field,64.21275829466254,Arlington,United States,\N,KAWO,48.16070175,-122.1589966,142,-8,A,\N,Seattle,USA,47.595,-122.332
11312,Reid-Hillview Airport of Santa Clara County,Levi's Stadium,15.45397833850477,San Jose,United States,RHV,KRHV,37.332901001,-121.819000244,135,8,A,\N,Santa Clara,USA,37.403,-121.97
11638,Watsonville Municipal Airport,Levi's Stadium,54.3540157983308,Watsonville,United States,WVI,KWVI,36.9356994629,-121.790000916,163,-8,A,\N,Santa Clara,USA,37.403,-121.97
11722,Squamish Airport,BC Place,56.2360017786334,Squamish,Canada,YSE,CYSE,49.7817001343,-123.162002563,171,-8,A,\N,Vancouver,Canada,49.277,-123.112
12090,Vancouver International Seaplane Base,BC Place,11.838706851035072,Vancouver,Canada,\N,CAM9,49.177047,-123.168154,0,-8,A,\N,Vancouver,Canada,49.277,-123.112
12185,Tracy Municipal Airport,Levi's Stadium,56.37552429244283,Tracy,United States,\N,KTCY,37.68899917602539,-121.44200134277344,193,-8,A,\N,Santa Clara,USA,37.403,-121.97
12796,Danielson Airport,Gillette Stadium,60.701531196097136,Danielson,United States,\N,KLZD,41.819698333740234,-71.9010009765625,238,-5,A,\N,Foxborough,USA,42.091,-71.264
13022,Harbour (Public) Heliport,BC Place,1.179953437706776,Vancouver,Canada,\N,CBC7,49.2868921105,-123.106112257,2,-8,A,\N,Vancouver,Canada,49.277,-123.112
