camp_AirportID,camp_name,camp_airport_name,stad_AirportID,stadium_name,stad_airport_name,camp_team,flight_direct_distance_km,has_direct_flight,n_direct_flights,has_any_path,n_layovers,layover_airports,path_distance_km,camp_airport_dist_km,camp_airport_city,camp_Country,camp_IATA,camp_ICAO,camp_airport_lat,camp_airport_lon,camp_Altitude,camp_Timezone,camp_DST,camp_TzDatabaseTimezone,camp_city,camp_country,camp_camp_lat,camp_camp_long,stad_airport_dist_km,stad_City,stad_Country,stad_IATA,stad_ICAO,stad_airport_lat,stad_airport_lon,stad_Altitude,stad_Timezone,stad_DST,stad_TzDatabaseTimezone,stad_city_name,stad_country,stad_lat,stad_lon,stad_camp_direct_distance_km
33,National Soccer Development Centre,Nanaimo Airport,3752,Lincoln Financial Field,Philadelphia International Airport,Canada,3919.541543517119,False,0,True,2.0,"[156.0, 3670.0]",4964.467302210441,49.69504443110012,Nanaimo,Canada,YCD,CYCD,49.0549702249,-123.869862556,92,-8,A,America/Vancouver,Vancouver,CAN,49.2444,-123.251,7.0262271418248075,Philadelphia,United States,PHL,KPHL,39.87189865112305,-75.24109649658203,36,-5,A,America/New_York,Philadelphia,USA,39.901,-75.168,3876.9788815419142
33,National Soccer Development Centre,Nanaimo Airport,3777,BC Place,Bellingham International Airport,Canada,101.57950135274947,False,0,True,2.0,"[156.0, 3877.0]",3185.681041805407,49.69504443110012,Nanaimo,Canada,YCD,CYCD,49.0549702249,-123.869862556,92,-8,A,America/Vancouver,Vancouver,CAN,49.2444,-123.251,68.18843160880382,Bellingham,United States,BLI,KBLI,48.79280090332031,-122.53800201416016,170,-8,A,America/Los_Angeles,Vancouver,Canada,49.277,-123.112,10.718507633832653
33,National Soccer Development Centre,Nanaimo Airport,3797,MetLife Stadium,John F Kennedy International Airport,Canada,3981.5418335545646,False,0,True,1.0,[178.0],4015.58549549013,49.69504443110012,Nanaimo,Canada,YCD,CYCD,49.0549702249,-123.869862556,92,-8,A,America/Vancouver,Vancouver,CAN,49.2444,-123.251,31.587429540689712,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13,-5,A,America/New_York,East Rutherford,USA,40.814,-74.075,3903.3741279342944
33,National Soccer Development Centre,Nanaimo Airport,3859,Lincoln Financial Field,New Castle Airport,Canada,3904.2376823827703,False,0,True,2.0,"[156.0, 3751.0]",4314.956864750346,49.69504443110012,Nanaimo,Canada,YCD,CYCD,49.0549702249,-123.869862556,92,-8,A,America/Vancouver,Vancouver,CAN,49.2444,-123.251,44.88559617465529,Wilmington,United States,ILG,KILG,39.67869949,-75.60649872,80,-5,A,America/New_York,Philadelphia,USA,39.901,-75.168,3876.9788815419142
33,National Soccer Development Centre,Nanaimo Airport,3867,SoFi Stadium,John Wayne Airport-Orange County Airport,Canada,1780.4977483518405,False,0,True,1.0,[156.0],1832.6414539316988,49.69504443110012,Nanaimo,Canada,YCD,CYCD,49.0549702249,-123.869862556,92,-8,A,America/Vancouver,Vancouver,CAN,49.2444,-123.251,53.331131801660106,Santa Ana,United States,SNA,KSNA,33.67570114,-117.8679962,56,-8,A,America/Los_Angeles,Inglewood,USA,33.953,-118.339,1747.7260755887805
33,National Soccer Development Centre,Nanaimo Airport,5500,BC Place,Vancouver Harbour Water Aerodrome,Canada,61.25293342540664,False,0,False,,[],,49.69504443110012,Nanaimo,Canada,YCD,CYCD,49.0549702249,-123.869862556,92,-8,A,America/Vancouver,Vancouver,CAN,49.2444,-123.251,1.9360685356260896,Vancouver,Canada,CXH,CYHC,49.2943992615,-123.111000061,0,-8,A,America/Vancouver,Vancouver,Canada,49.277,-123.112,10.718507633832653
33,National Soccer Development Centre,Nanaimo Airport,5613,SoFi Stadium,Los Alamitos Army Air Field,Canada,1763.9967660466195,False,0,True,4.0,"[156.0, 580.0, 1005.0, 907.0]",32459.742088433766,49.69504443110012,Nanaimo,Canada,YCD,CYCD,49.0549702249,-123.869862556,92,-8,A,America/Vancouver,Vancouver,CAN,49.2444,-123.251,32.10268823442641,Solwesi,Zambia,\N,KSLI,33.79000092,-118.052002,32,-8,U,America/Los_Angeles,Inglewood,USA,33.953,-118.339,1747.7260755887805
33,National Soccer Development Centre,Nanaimo Airport,5737,Gillette Stadium,New Bedford Regional Airport,Canada,4127.18265127127,False,0,True,4.0,"[156.0, 1852.0, 3448.0, 3517.0]",7558.548779716708,49.69504443110012,Nanaimo,Canada,YCD,CYCD,49.0549702249,-123.869862556,92,-8,A,America/Vancouver,Vancouver,CAN,49.2444,-123.251,52.67566719777165,New Bedford,United States,EWB,KEWB,41.67610168457031,-70.95690155029297,80,-5,A,America/New_York,Foxborough,USA,42.091,-71.264,4034.441914244245
33,National Soccer Development Centre,Nanaimo Airport,6426,Gillette Stadium,Worcester Regional Airport,Canada,4028.688244114579,False,0,True,2.0,"[178.0, 3878.0]",6207.444161886948,49.69504443110012,Nanaimo,Canada,YCD,CYCD,49.0549702249,-123.869862556,92,-8,A,America/Vancouver,Vancouver,CAN,49.2444,-123.251,54.08258705116625,Worcester,United States,ORH,KORH,42.26729965209961,-71.87570190429688,1009,-5,A,America/New_York,Foxborough,USA,42.091,-71.264,4034.441914244245
33,National Soccer Development Centre,Nanaimo Airport,7083,BC Place,Orcas Island Airport,Canada,80.08180327845831,False,0,False,,[],,49.69504443110012,Nanaimo,Canada,YCD,CYCD,49.0549702249,-123.869862556,92,-8,A,America/Vancouver,Vancouver,CAN,49.2444,-123.251,64.94217229653046,Eastsound,United States,ESD,KORS,48.7081985474,-122.910003662,31,-8,A,America/Los_Angeles,Vancouver,Canada,49.277,-123.112,10.718507633832653
