"ORIGIN_AIRPORT_ID","Year","Origin Airport Code","Total Departures","Total Passengers","Total Seats","Total Load Factor (%)","Total Passengers/Flight","Total Seats/Flight","Total Distance/Flight (sm)","Total Distance/Passenger (sm)","Total Payload (lbs)","Total Freight (lbs)","Total Mail (lbs)","Domestic Departures","Domestic Passengers","Domestic Seats","Domestic Load Factor (%)","Domestic Passengers/Flight","Domestic Seats/Flight","Domestic Distance/Flight (sm)","Domestic Distance/Passenger (sm)","Domestic Payload (lbs)","Domestic Freight (lbs)","Domestic Mail (lbs)","Outbound International Departures","Outbound International Passengers","Outbound International Seats","Outbound International Load Factor (%)","Outbound International Passengers/Flight","Outbound International Seats/Flight","Outbound International Distance/Flight (sm)","Outbound International Distance/Passenger (sm)","Outbound International Payload (lbs)","Outbound International Freight (lbs)","Outbound International Mail (lbs)","Inbound International Departures","Inbound International Passengers","Inbound International Seats","Inbound International Load Factor (%)","Inbound International Passengers/Flight","Inbound International Seats/Flight","Inbound International Distance/Flight (sm)","Inbound International Distance/Passenger (sm)","Inbound International Payload (lbs)","Inbound International Freight (lbs)","Inbound International Mail (lbs)","Origin City Name","Origin Airport Name"
"10001","2020","01A","4","10","24","41.7","2.5","6","30","30","4,800","0","0","4","10","24","41.7","2.5","6","30","30","4,800","0","0",,,,,,,,,,,,,,,,,,,,,,,"Afognak Lake (01A)","Afognak Lake Airport (01A)"
"10001","2021","01A","10","7","59","11.9","0.7","5.9","30","30","11,550","0","0","10","7","59","11.9","0.7","5.9","30","30","11,550","0","0",,,,,,,,,,,,,,,,,,,,,,,"Afognak Lake (01A)","Afognak Lake Airport (01A)"
"10001","2022","01A","11","29","65","44.6","2.63636363636","5.90909090909","30","30","12,750","0","0","11","29","65","44.6","2.63636363636","5.90909090909","30","30","12,750","0","0",,,,,,,,,,,,,,,,,,,,,,,"Afognak Lake (01A)","Afognak Lake Airport (01A)"
"10001","2023","01A","8","17","44","38.6","2.125","5.5","30","30","7,800","0","0","8","17","44","38.6","2.125","5.5","30","30","7,800","0","0",,,,,,,,,,,,,,,,,,,,,,,"Afognak Lake (01A)","Afognak Lake Airport (01A)"
"10001","2024","01A","5","17","30","56.7","3.4","6","30","30","6,000","0","0","5","17","30","56.7","3.4","6","30","30","6,000","0","0",,,,,,,,,,,,,,,,,,,,,,,"Afognak Lake (01A)","Afognak Lake Airport (01A)"
"10001","2025","01A","16","23","90","25.6","1.4375","5.625","30","30","16,500","144","0","16","23","90","25.6","1.4375","5.625","30","30","16,500","144","0",,,,,,,,,,,,,,,,,,,,,,,"Afognak Lake (01A)","Afognak Lake Airport (01A)"
"10003","2014","03A","4","0","0",,"0","0","147",,"22,400","20,064","0","4","0","0",,"0","0","147",,"22,400","20,064","0",,,,,,,,,,,,,,,,,,,,,,,"Granite Mountain (03A)","Bear Creek Mining Strip (03A)"
"10004","2014","04A","3","0","0",,"0","0","84",,"12,475","0","0","3","0","0",,"0","0","84",,"12,475","0","0",,,,,,,,,,,,,,,,,,,,,,,"Lik (04A)","Lik Mining Camp (04A)"
"10005","2014","05A","44","53","291","18.2","1.20454545455","6.61363636364","178.65909090909","171.52830188679","213,300","15,819","169","44","53","291","18.2","1.20454545455","6.61363636364","178.65909090909","171.52830188679","213,300","15,819","169",,,,,,,,,,,,,,,,,,,,,,,"Little Squaw (05A)","Little Squaw Airport (05A)"
"10005","2015","05A","123","184","908","20.3","1.49593495935","7.38211382114","181.11382113821","187.65760869565","385,935","11,251","3,516","123","184","908","20.3","1.49593495935","7.38211382114","181.11382113821","187.65760869565","385,935","11,251","3,516",,,,,,,,,,,,,,,,,,,,,,,"Little Squaw (05A)","Little Squaw Airport (05A)"
"10005","2016","05A","68","126","507","24.9","1.85294117647","7.45588235294","191.58823529412","190.94444444444","328,519","31,299","0","68","126","507","24.9","1.85294117647","7.45588235294","191.58823529412","190.94444444444","328,519","31,299","0",,,,,,,,,,,,,,,,,,,,,,,"Little Squaw (05A)","Little Squaw Airport (05A)"
"10005","2017","05A","80","188","669","28.1","2.35","8.3625","189.6375","183.25531914894","279,904","12,853","0","80","188","669","28.1","2.35","8.3625","189.6375","183.25531914894","279,904","12,853","0",,,,,,,,,,,,,,,,,,,,,,,"Little Squaw (05A)","Little Squaw Airport (05A)"
"10005","2018","05A","90","225","720","31.3","2.5","8","178.78888888889","174.02666666667","254,939","56,196","0","90","225","720","31.3","2.5","8","178.78888888889","174.02666666667","254,939","56,196","0",,,,,,,,,,,,,,,,,,,,,,,"Little Squaw (05A)","Little Squaw Airport (05A)"
"10005","2019","05A","16","25","135","18.5","1.5625","8.4375","166.75","155.48","41,656","8,111","286","16","25","135","18.5","1.5625","8.4375","166.75","155.48","41,656","8,111","286",,,,,,,,,,,,,,,,,,,,,,,"Little Squaw (05A)","Little Squaw Airport (05A)"
"10005","2020","05A","1","0","9","0","0","9","191",,"2,422","2,210","0","1","0","9","0","0","9","191",,"2,422","2,210","0",,,,,,,,,,,,,,,,,,,,,,,"Little Squaw (05A)","Little Squaw Airport (05A)"
"10005","2021","05A","2","5","18","27.8","2.5","9","191","191","8,680","0","0","2","5","18","27.8","2.5","9","191","191","8,680","0","0",,,,,,,,,,,,,,,,,,,,,,,"Little Squaw (05A)","Little Squaw Airport (05A)"
"10005","2022","05A","3","13","27","48.1","4.33333333333","9","191","191","13,020","0","0","3","13","27","48.1","4.33333333333","9","191","191","13,020","0","0",,,,,,,,,,,,,,,,,,,,,,,"Little Squaw (05A)","Little Squaw Airport (05A)"
"10005","2024","05A","1","1","9","11.1","1","9","191","191","2,284","0","0","1","1","9","11.1","1","9","191","191","2,284","0","0",,,,,,,,,,,,,,,,,,,,,,,"Little Squaw (05A)","Little Squaw Airport (05A)"
"10006","2015","06A","5","1","20","5","0.2","4","14","14","6,960","0","0","5","1","20","5","0.2","4","14","14","6,960","0","0",,,,,,,,,,,,,,,,,,,,,,,"Kizhuyak (06A)","Kizhuyak Bay (06A)"
"10006","2016","06A","6","8","17","47.1","1.33333333333","2.83333333333","14","14","5,784","0","0","6","8","17","47.1","1.33333333333","2.83333333333","14","14","5,784","0","0",,,,,,,,,,,,,,,,,,,,,,,"Kizhuyak (06A)","Kizhuyak Bay (06A)"
"10006","2017","06A","5","1","18","5.6","0.2","3.6","18","18","4,200","0","0","5","1","18","5.6","0.2","3.6","18","18","4,200","0","0",,,,,,,,,,,,,,,,,,,,,,,"Kizhuyak (06A)","Kizhuyak Bay (06A)"
"10006","2018","06A","14","6","75","8","0.42857142857","5.35714285714","15.42857142857","17.33333333333","15,450","0","0","14","6","75","8","0.42857142857","5.35714285714","15.42857142857","17.33333333333","15,450","0","0",,,,,,,,,,,,,,,,,,,,,,,"Kizhuyak (06A)","Kizhuyak Bay (06A)"
"10006","2019","06A","6","3","33","9.1","0.5","5.5","18","18","6,750","0","0","6","3","33","9.1","0.5","5.5","18","18","6,750","0","0",,,,,,,,,,,,,,,,,,,,,,,"Kizhuyak (06A)","Kizhuyak Bay (06A)"
"10006","2020","06A","88","80","507","15.8","0.90909090909","5.76136363636","17.95454545455","17.9","99,450","0","0","88","80","507","15.8","0.90909090909","5.76136363636","17.95454545455","17.9","99,450","0","0",,,,,,,,,,,,,,,,,,,,,,,"Kizhuyak (06A)","Kizhuyak Bay (06A)"
"10006","2021","06A","106","103","613","16.8","0.97169811321","5.78301886792","18.20754716981","18","121,650","140","0","106","103","613","16.8","0.97169811321","5.78301886792","18.20754716981","18","121,650","140","0",,,,,,,,,,,,,,,,,,,,,,,"Kizhuyak (06A)","Kizhuyak Bay (06A)"
"10006","2022","06A","84","68","503","13.5","0.80952380952","5.9880952381","18.14285714286","18","100,350","0","0","84","68","503","13.5","0.80952380952","5.9880952381","18.14285714286","18","100,350","0","0",,,,,,,,,,,,,,,,,,,,,,,"Kizhuyak (06A)","Kizhuyak Bay (06A)"
"10006","2023","06A","76","77","445","17.3","1.01315789474","5.85526315789","18","18","86,250","0","0","76","77","445","17.3","1.01315789474","5.85526315789","18","18","86,250","0","0",,,,,,,,,,,,,,,,,,,,,,,"Kizhuyak (06A)","Kizhuyak Bay (06A)"
"10006","2024","06A","67","55","401","13.7","0.82089552239","5.98507462687","18","18","79,950","139","0","67","55","401","13.7","0.82089552239","5.98507462687","18","18","79,950","139","0",,,,,,,,,,,,,,,,,,,,,,,"Kizhuyak (06A)","Kizhuyak Bay (06A)"
"10006","2025","06A","91","90","519","17.3","0.98901098901","5.7032967033","18","18","97,050","330","0","91","90","519","17.3","0.98901098901","5.7032967033","18","18","97,050","330","0",,,,,,,,,,,,,,,,,,,,,,,"Kizhuyak (06A)","Kizhuyak Bay (06A)"
"10006","2026M1-1","06A","4","4","24","16.7","1","6","18","18","4,800","0","0","4","4","24","16.7","1","6","18","18","4,800","0","0",,,,,,,,,,,,,,,,,,,,,,,"Kizhuyak (06A)","Kizhuyak Bay (06A)"
"10008","2014","08A","15","15","75","20","1","5","36","36","19,500","500","0","15","15","75","20","1","5","36","36","19,500","500","0",,,,,,,,,,,,,,,,,,,,,,,"Elizabeth Island (08A)","Elizabeth Island Airport (08A)"
"10008","2015","08A","10","15","50","30","1.5","5","33.8","36","13,000","0","0","10","15","50","30","1.5","5","33.8","36","13,000","0","0",,,,,,,,,,,,,,,,,,,,,,,"Elizabeth Island (08A)","Elizabeth Island Airport (08A)"
"10009","2017","09A","14","23","78","29.5","1.64285714286","5.57142857143","117.42857142857","119.17391304348","15,000","0","0","14","23","78","29.5","1.64285714286","5.57142857143","117.42857142857","119.17391304348","15,000","0","0",,,,,,,,,,,,,,,,,,,,,,,"Homer (09A)","Augustin Island (09A)"
"10009","2018","09A","6","4","32","12.5","0.66666666667","5.33333333333","116","117","6,400","0","0","6","4","32","12.5","0.66666666667","5.33333333333","116","117","6,400","0","0",,,,,,,,,,,,,,,,,,,,,,,"Homer (09A)","Augustin Island (09A)"
"10009","2019","09A","16","16","89","18","1","5.5625","117.3125","115.3125","18,200","0","0","16","16","89","18","1","5.5625","117.3125","115.3125","18,200","0","0",,,,,,,,,,,,,,,,,,,,,,,"Homer (09A)","Augustin Island (09A)"
"10009","2020","09A","52","70","276","25.4","1.34615384615","5.30769230769","118.44230769231","118.4","58,000","0","0","52","70","276","25.4","1.34615384615","5.30769230769","118.44230769231","118.4","58,000","0","0",,,,,,,,,,,,,,,,,,,,,,,"Homer (09A)","Augustin Island (09A)"
"10009","2021","09A","24","37","152","24.3","1.54166666667","6.33333333333","114.58333333333","113.43243243243","36,000","49","0","24","37","152","24.3","1.54166666667","6.33333333333","114.58333333333","113.43243243243","36,000","49","0",,,,,,,,,,,,,,,,,,,,,,,"Homer (09A)","Augustin Island (09A)"
"10009","2022","09A","21","38","129","29.5","1.80952380952","6.14285714286","116.28571428571","117.28947368421","30,000","0","0","21","38","129","29.5","1.80952380952","6.14285714286","116.28571428571","117.28947368421","30,000","0","0",,,,,,,,,,,,,,,,,,,,,,,"Homer (09A)","Augustin Island (09A)"
"10009","2023","09A","6","9","30","30","1.5","5","114.83333333333","117","6,000","0","0","6","9","30","30","1.5","5","114.83333333333","117","6,000","0","0",,,,,,,,,,,,,,,,,,,,,,,"Homer (09A)","Augustin Island (09A)"
"10009","2024","09A","15","43","107","40.2","2.86666666667","7.13333333333","116","117.46511627907","27,000","0","0","15","43","107","40.2","2.86666666667","7.13333333333","116","117.46511627907","27,000","0","0",,,,,,,,,,,,,,,,,,,,,,,"Homer (09A)","Augustin Island (09A)"
"10009","2025","09A","9","4","65","6.2","0.44444444444","7.22222222222","119.44444444444","117","16,500","0","0","9","4","65","6.2","0.44444444444","7.22222222222","119.44444444444","117","16,500","0","0",,,,,,,,,,,,,,,,,,,,,,,"Homer (09A)","Augustin Island (09A)"
"10010","2014","1B1","1","3","9","33.3","3","9","119","119","6,000","0","0","1","3","9","33.3","3","9","119","119","6,000","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hudson (1B1)","Columbia County (1B1)"
"10010","2015","1B1","2","7","17","41.2","3.5","8.5","315","315","4,666","0","0",,,,,,,,,,,,"2","7","17","41.2","3.5","8.5","315","315","4,666","0","0","2","6","17","35.3","3","8.5","315","315","4,666","0","0","Hudson (1B1)","Columbia County (1B1)"
"10010","2017","1B1","2","8","17","47.1","4","8.5","1,176.5","1,166.25","5,200","0","0","2","8","17","47.1","4","8.5","1,176.5","1,166.25","5,200","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hudson (1B1)","Columbia County (1B1)"
"10010","2019","1B1","5","14","40","35","2.8","8","164","154.71428571429","17,250","0","0","5","14","40","35","2.8","8","164","154.71428571429","17,250","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hudson (1B1)","Columbia County (1B1)"
"10010","2021","1B1","4","16","34","47.1","4","8.5","196.75","197.0625","16,250","0","0","4","16","34","47.1","4","8.5","196.75","197.0625","16,250","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hudson (1B1)","Columbia County (1B1)"
"10010","2022","1B1","2","3","16","18.8","1.5","8","153.5","144","6,900","0","0","2","3","16","18.8","1.5","8","153.5","144","6,900","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hudson (1B1)","Columbia County (1B1)"
"10010","2023","1B1","4","12","36","33.3","3","9","1,229","1,297.5","18,000","0","0","4","12","36","33.3","3","9","1,229","1,297.5","18,000","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hudson (1B1)","Columbia County (1B1)"
"10010","2024","1B1","7","32","73","43.8","4.57142857143","10.42857142857","433.71428571429","468.21875","25,700","0","0","7","32","73","43.8","4.57142857143","10.42857142857","433.71428571429","468.21875","25,700","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hudson (1B1)","Columbia County (1B1)"
"10010","2025","1B1","2","4","16","25","2","8","116.5","116.5","6,900","0","0","2","4","16","25","2","8","116.5","116.5","6,900","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hudson (1B1)","Columbia County (1B1)"
"10011","2014","1G4","3,510","43,707","50,131","87.2","12.45213675214","14.28233618234","62.99800569801","63.2664790537","12,068,700","0","0","3,510","43,707","50,131","87.2","12.45213675214","14.28233618234","62.99800569801","63.2664790537","12,068,700","0","0",,,,,,,,,,,,,,,,,,,,,,,"Peach Springs (1G4)","Grand Canyon West (1G4)"
"10011","2015","1G4","3,973","42,104","50,067","84.1","10.59753335011","12.60181223257","56.04354392147","57.71898156945","17,449,100","0","0","3,973","42,104","50,067","84.1","10.59753335011","12.60181223257","56.04354392147","57.71898156945","17,449,100","0","0",,,,,,,,,,,,,,,,,,,,,,,"Peach Springs (1G4)","Grand Canyon West (1G4)"
"10011","2016","1G4","3,229","34,805","46,614","74.7","10.77887890988","14.43604831217","41.18364818829","42.09294641574","13,085,200","0","0","3,229","34,805","46,614","74.7","10.77887890988","14.43604831217","41.18364818829","42.09294641574","13,085,200","0","0",,,,,,,,,,,,,,,,,,,,,,,"Peach Springs (1G4)","Grand Canyon West (1G4)"
"10011","2017","1G4","2,914","33,189","40,679","81.6","11.38949897049","13.9598490048","47.10466712423","47.68625146886","20,230,700","0","0","2,914","33,189","40,679","81.6","11.38949897049","13.9598490048","47.10466712423","47.68625146886","20,230,700","0","0",,,,,,,,,,,,,,,,,,,,,,,"Peach Springs (1G4)","Grand Canyon West (1G4)"
"10011","2018","1G4","2,635","27,792","32,748","84.9","10.54724857685","12.42808349146","51.63377609108","51.57289867588","8,984,600","0","0","2,635","27,792","32,748","84.9","10.54724857685","12.42808349146","51.63377609108","51.57289867588","8,984,600","0","0",,,,,,,,,,,,,,,,,,,,,,,"Peach Springs (1G4)","Grand Canyon West (1G4)"
"10011","2019","1G4","1,981","18,201","22,154","82.2","9.1877839475","11.18324078748","48.66582534074","49.06955661777","7,831,100","0","0","1,981","18,201","22,154","82.2","9.1877839475","11.18324078748","48.66582534074","49.06955661777","7,831,100","0","0",,,,,,,,,,,,,,,,,,,,,,,"Peach Springs (1G4)","Grand Canyon West (1G4)"
"10011","2020","1G4","253","2,293","3,003","76.4","9.06324110672","11.86956521739","57.67193675889","58.07370257305","1,679,900","0","0","253","2,293","3,003","76.4","9.06324110672","11.86956521739","57.67193675889","58.07370257305","1,679,900","0","0",,,,,,,,,,,,,,,,,,,,,,,"Peach Springs (1G4)","Grand Canyon West (1G4)"
"10011","2021","1G4","576","5,824","7,366","79.1","10.11111111111","12.78819444444","58.87326388889","58.92359203297","1,936,940","0","0","576","5,824","7,366","79.1","10.11111111111","12.78819444444","58.87326388889","58.92359203297","1,936,940","0","0",,,,,,,,,,,,,,,,,,,,,,,"Peach Springs (1G4)","Grand Canyon West (1G4)"
"10011","2022","1G4","964","11,951","14,057","85","12.39730290456","14.58195020747","59.03630705394","59.00878587566","2,919,600","0","0","964","11,951","14,057","85","12.39730290456","14.58195020747","59.03630705394","59.00878587566","2,919,600","0","0",,,,,,,,,,,,,,,,,,,,,,,"Peach Springs (1G4)","Grand Canyon West (1G4)"
"10011","2023","1G4","746","9,861","11,907","82.8","13.21849865952","15.96112600536","59.11796246649","59.0624683095","2,444,600","0","0","746","9,861","11,907","82.8","13.21849865952","15.96112600536","59.11796246649","59.0624683095","2,444,600","0","0",,,,,,,,,,,,,,,,,,,,,,,"Peach Springs (1G4)","Grand Canyon West (1G4)"
"10011","2024","1G4","931","11,217","14,548","77.1","12.04833512352","15.62620837809","52.9559613319","52.58259784256","2,958,600","0","0","931","11,217","14,548","77.1","12.04833512352","15.62620837809","52.9559613319","52.58259784256","2,958,600","0","0",,,,,,,,,,,,,,,,,,,,,,,"Peach Springs (1G4)","Grand Canyon West (1G4)"
"10011","2025","1G4","873","9,215","12,897","71.5","10.55555555556","14.77319587629","51.75372279496","54.14042322301","2,682,350","0","0","873","9,215","12,897","71.5","10.55555555556","14.77319587629","51.75372279496","54.14042322301","2,682,350","0","0",,,,,,,,,,,,,,,,,,,,,,,"Peach Springs (1G4)","Grand Canyon West (1G4)"
"10011","2026M1-1","1G4","46","421","613","68.7","9.15217391304","13.32608695652","51.30434782609","56.61757719715","122,600","0","0","46","421","613","68.7","9.15217391304","13.32608695652","51.30434782609","56.61757719715","122,600","0","0",,,,,,,,,,,,,,,,,,,,,,,"Peach Springs (1G4)","Grand Canyon West (1G4)"
"10012","2023","1N7","1","3","8","37.5","3","8","191","191","3,450","0","0","1","3","8","37.5","3","8","191","191","3,450","0","0",,,,,,,,,,,,,,,,,,,,,,,"Blairstown (1N7)","Blairstown Airport (1N7)"
"10012","2024","1N7","1","4","8","50","4","8","281","281","3,450","0","0","1","4","8","50","4","8","281","281","3,450","0","0",,,,,,,,,,,,,,,,,,,,,,,"Blairstown (1N7)","Blairstown Airport (1N7)"
"10014","2017","A01","5","4","22","18.2","0.8","4.4","35","35","5,450","0","0","5","4","22","18.2","0.8","4.4","35","35","5,450","0","0",,,,,,,,,,,,,,,,,,,,,,,"Fairbanks/Ft. Wainwright (A01)","Blair Lake (A01)"
"10014","2018","A01","12","5","38","13.2","0.41666666667","3.16666666667","35","35","19,332","10,199","0","12","5","38","13.2","0.41666666667","3.16666666667","35","35","19,332","10,199","0",,,,,,,,,,,,,,,,,,,,,,,"Fairbanks/Ft. Wainwright (A01)","Blair Lake (A01)"
"10014","2019","A01","5","2","15","13.3","0.4","3","35","35","3,750","0","0","5","2","15","13.3","0.4","3","35","35","3,750","0","0",,,,,,,,,,,,,,,,,,,,,,,"Fairbanks/Ft. Wainwright (A01)","Blair Lake (A01)"
"10014","2020","A01","1","0","3","0","0","3","35",,"750","0","0","1","0","3","0","0","3","35",,"750","0","0",,,,,,,,,,,,,,,,,,,,,,,"Fairbanks/Ft. Wainwright (A01)","Blair Lake (A01)"
"10014","2021","A01","24","32","163","19.6","1.33333333333","6.79166666667","35","35","39,518","0","0","24","32","163","19.6","1.33333333333","6.79166666667","35","35","39,518","0","0",,,,,,,,,,,,,,,,,,,,,,,"Fairbanks/Ft. Wainwright (A01)","Blair Lake (A01)"
"10014","2022","A01","34","55","249","22.1","1.61764705882","7.32352941176","35","35","61,702","0","0","34","55","249","22.1","1.61764705882","7.32352941176","35","35","61,702","0","0",,,,,,,,,,,,,,,,,,,,,,,"Fairbanks/Ft. Wainwright (A01)","Blair Lake (A01)"
"10014","2023","A01","48","79","319","24.8","1.64583333333","6.64583333333","35","35","82,262","805","0","48","79","319","24.8","1.64583333333","6.64583333333","35","35","82,262","805","0",,,,,,,,,,,,,,,,,,,,,,,"Fairbanks/Ft. Wainwright (A01)","Blair Lake (A01)"
"10014","2024","A01","48","79","344","23","1.64583333333","7.16666666667","35","35","84,142","200","0","48","79","344","23","1.64583333333","7.16666666667","35","35","84,142","200","0",,,,,,,,,,,,,,,,,,,,,,,"Fairbanks/Ft. Wainwright (A01)","Blair Lake (A01)"
"10014","2025","A01","35","71","293","24.2","2.02857142857","8.37142857143","35","35","74,768","650","0","35","71","293","24.2","2.02857142857","8.37142857143","35","35","74,768","650","0",,,,,,,,,,,,,,,,,,,,,,,"Fairbanks/Ft. Wainwright (A01)","Blair Lake (A01)"
"10015","2014","A02","19","21","107","19.6","1.10526315789","5.63157894737","66.52631578947","64.90476190476","25,348","166","69","19","21","107","19.6","1.10526315789","5.63157894737","66.52631578947","64.90476190476","25,348","166","69",,,,,,,,,,,,,,,,,,,,,,,"Deadmans Bay (A02)","Deadmans Bay Airport (A02)"
"10015","2015","A02","19","16","97","16.5","0.84210526316","5.10526315789","65.73684210526","65.125","26,608","126","0","19","16","97","16.5","0.84210526316","5.10526315789","65.73684210526","65.125","26,608","126","0",,,,,,,,,,,,,,,,,,,,,,,"Deadmans Bay (A02)","Deadmans Bay Airport (A02)"
"10015","2016","A02","16","18","48","37.5","1.125","3","72","72","22,062","0","0","16","18","48","37.5","1.125","3","72","72","22,062","0","0",,,,,,,,,,,,,,,,,,,,,,,"Deadmans Bay (A02)","Deadmans Bay Airport (A02)"
"10015","2021","A02","1","0","0",,"0","0","5,123",,"242,000","218,696","0",,,,,,,,,,,,"1","0","0",,"0","0","5,123",,"242,000","218,696","0",,,,,,,,,,,,"Deadmans Bay (A02)","Deadmans Bay Airport (A02)"
"10016","2014","A03","161","370","805","46","2.29813664596","5","122.69565217391","123","209,392","464","0","161","370","805","46","2.29813664596","5","122.69565217391","123","209,392","464","0",,,,,,,,,,,,,,,,,,,,,,,"Hallo Bay (A03)","Hallo Bay Airport (A03)"
"10016","2015","A03","223","428","1,119","38.2","1.91928251121","5.01793721973","123.2869955157","123","290,024","0","0","223","428","1,119","38.2","1.91928251121","5.01793721973","123.2869955157","123","290,024","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hallo Bay (A03)","Hallo Bay Airport (A03)"
"10016","2016","A03","27","7","135","5.2","0.25925925926","5","122.33333333333","122","35,100","0","0","27","7","135","5.2","0.25925925926","5","122.33333333333","122","35,100","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hallo Bay (A03)","Hallo Bay Airport (A03)"
"10016","2017","A03","51","9","256","3.5","0.17647058824","5.01960784314","121.09803921569","106.66666666667","66,200","0","0","51","9","256","3.5","0.17647058824","5.01960784314","121.09803921569","106.66666666667","66,200","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hallo Bay (A03)","Hallo Bay Airport (A03)"
"10016","2018","A03","63","17","311","5.5","0.26984126984","4.93650793651","118.34920634921","78.70588235294","80,050","0","0","63","17","311","5.5","0.26984126984","4.93650793651","118.34920634921","78.70588235294","80,050","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hallo Bay (A03)","Hallo Bay Airport (A03)"
"10016","2019","A03","45","24","229","10.5","0.53333333333","5.08888888889","114.31111111111","85.58333333333","57,350","0","0","45","24","229","10.5","0.53333333333","5.08888888889","114.31111111111","85.58333333333","57,350","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hallo Bay (A03)","Hallo Bay Airport (A03)"
"10016","2020","A03","22","40","120","33.3","1.81818181818","5.45454545455","94.81818181818","76","26,250","0","0","22","40","120","33.3","1.81818181818","5.45454545455","94.81818181818","76","26,250","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hallo Bay (A03)","Hallo Bay Airport (A03)"
"10016","2021","A03","91","171","500","34.2","1.87912087912","5.49450549451","92.05494505495","75.74269005848","106,100","0","0","91","171","500","34.2","1.87912087912","5.49450549451","92.05494505495","75.74269005848","106,100","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hallo Bay (A03)","Hallo Bay Airport (A03)"
"10016","2022","A03","57","136","319","42.6","2.38596491228","5.59649122807","91.50877192982","76.39705882353","69,500","0","0","57","136","319","42.6","2.38596491228","5.59649122807","91.50877192982","76.39705882353","69,500","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hallo Bay (A03)","Hallo Bay Airport (A03)"
"10016","2023","A03","25","46","139","33.1","1.84","5.56","88.4","76.69565217391","28,900","0","0","25","46","139","33.1","1.84","5.56","88.4","76.69565217391","28,900","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hallo Bay (A03)","Hallo Bay Airport (A03)"
"10016","2024","A03","56","103","316","32.6","1.83928571429","5.64285714286","92.42857142857","76","69,200","0","0","56","103","316","32.6","1.83928571429","5.64285714286","92.42857142857","76","69,200","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hallo Bay (A03)","Hallo Bay Airport (A03)"
"10016","2025","A03","47","115","277","41.5","2.44680851064","5.89361702128","76","76","54,150","0","0","47","115","277","41.5","2.44680851064","5.89361702128","76","76","54,150","0","0",,,,,,,,,,,,,,,,,,,,,,,"Hallo Bay (A03)","Hallo Bay Airport (A03)"
"10017","2014","A04","2","2","8","25","1","4","76","76","2,784","0","0","2","2","8","25","1","4","76","76","2,784","0","0",,,,,,,,,,,,,,,,,,,,,,,"Red Lake (A04)","Red Lake Airport (A04)"
"10017","2015","A04","1","2","4","50","2","4","76","76","1,392","0","0","1","2","4","50","2","4","76","76","1,392","0","0",,,,,,,,,,,,,,,,,,,,,,,"Red Lake (A04)","Red Lake Airport (A04)"
"10017","2016","A04","2","0","12","0","0","6","76",,"2,448","0","0","2","0","12","0","0","6","76",,"2,448","0","0",,,,,,,,,,,,,,,,,,,,,,,"Red Lake (A04)","Red Lake Airport (A04)"
"10017","2017","A04","6","7","33","21.2","1.16666666667","5.5","69","81","6,750","261","36","6","7","33","21.2","1.16666666667","5.5","69","81","6,750","261","36",,,,,,,,,,,,,,,,,,,,,,,"Red Lake (A04)","Red Lake Airport (A04)"
"10017","2018","A04","3","6","18","33.3","2","6","81","81","3,600","0","0","3","6","18","33.3","2","6","81","81","3,600","0","0",,,,,,,,,,,,,,,,,,,,,,,"Red Lake (A04)","Red Lake Airport (A04)"
"10017","2019","A04","3","0","15","0","0","5","76.33333333333",,"3,150","0","0","3","0","15","0","0","5","76.33333333333",,"3,150","0","0",,,,,,,,,,,,,,,,,,,,,,,"Red Lake (A04)","Red Lake Airport (A04)"
"10017","2020","A04","9","13","52","25","1.44444444444","5.77777777778","65.88888888889","60.07692307692","10,100","0","0","9","13","52","25","1.44444444444","5.77777777778","65.88888888889","60.07692307692","10,100","0","0",,,,,,,,,,,,,,,,,,,,,,,"Red Lake (A04)","Red Lake Airport (A04)"
"10017","2021","A04","12","17","67","25.4","1.41666666667","5.58333333333","58.91666666667","73","13,050","0","0","12","17","67","25.4","1.41666666667","5.58333333333","58.91666666667","73","13,050","0","0",,,,,,,,,,,,,,,,,,,,,,,"Red Lake (A04)","Red Lake Airport (A04)"
"10017","2022","A04","7","13","42","31","1.85714285714","6","71.28571428571","81","8,400","0","0","7","13","42","31","1.85714285714","6","71.28571428571","81","8,400","0","0",,,,,,,,,,,,,,,,,,,,,,,"Red Lake (A04)","Red Lake Airport (A04)"
