group,day,team_1,team_2,date,stadium,hour_utc,apparent_temperature,stad_elevation,camp_elev_t1,camp_elev_t2
A,1,Korea Republic,Czechia,2026-06-15,Estadio BBVA,4,29.8,494,1644,200
A,1,Mexico,South Africa,2026-06-16,Estadio Azteca,21,23.12666666666667,2251,2231,2365
A,2,Czechia,South Africa,2026-06-20,Estadio Azteca,20,24.56,2251,200,2365
A,2,Mexico,Korea Republic,2026-06-20,Estadio Akron,1,22.253333333333337,1665,2231,1644
A,3,South Africa,Korea Republic,2026-06-24,SoFi Stadium,21,24.766666666666666,38,2365,1644
A,3,Czechia,Mexico,2026-06-24,Estadio Azteca,21,21.413333333333338,2251,200,2231
B,1,Qatar,Switzerland,2026-06-14,Lumen Field,20,15.78,10,157,66
B,1,Canada,Bosnia and Herzegovina,2026-06-14,BC Place,22,15.346666666666668,18,0,1350
B,2,Canada,Qatar,2026-06-20,BC Place,19,16.166666666666668,18,0,157
B,2,Switzerland,Bosnia and Herzegovina,2026-06-20,Lumen Field,22,18.273333333333333,10,66,1350
B,3,Switzerland,Canada,2026-06-24,BMO Field,20,27.573333333333338,83,66,0
B,3,Bosnia and Herzegovina,Qatar,2026-06-24,Lumen Field,20,21.026666666666667,10,1350,157
C,1,Haiti,Scotland,2026-06-12,Hard Rock Stadium,23,30.98,5,25,220
C,1,Brazil,Morocco,2026-06-12,Estadio Azteca,22,22.646666666666665,2251,4,90
C,2,Scotland,Morocco,2026-06-19,Mercedes-Benz Stadium,16,25.96,316,220,90
C,2,Brazil,Haiti,2026-06-20,Hard Rock Stadium,0,31.00666666666667,5,4,25
C,3,Morocco,Haiti,2026-06-27,Mercedes-Benz Stadium,22,30.399999999999995,316,90,25
C,3,Scotland,Brazil,2026-06-27,Hard Rock Stadium,22,32.62666666666667,5,220,4
D,1,Australia,Türkiye,2026-06-11,BC Place,20,15.1,18,9,405
D,1,USA,Paraguay,2026-06-11,Lumen Field,3,14.366666666666667,10,82,22
D,2,Türkiye,Paraguay,2026-06-17,BC Place,20,15.686666666666666,18,405,22
D,2,USA,Australia,2026-06-17,Lumen Field,3,14.039999999999996,10,82,9
D,3,Paraguay,Australia,2026-06-24,BC Place,3,18.013333333333332,18,22,9
D,3,Türkiye,USA,2026-06-24,Levi's Stadium,3,17.09333333333333,3,405,82
E,1,Germany,Curaçao,2026-06-15,Lincoln Financial Field,20,25.73333333333333,1,292,8
E,1,Ivory Coast,Ecuador,2026-06-15,MetLife Stadium,19,23.39333333333333,4,10,225
E,2,Ecuador,Curaçao,2026-06-21,MetLife Stadium,19,28.90666666666667,4,225,8
E,2,Germany,Ivory Coast,2026-06-21,Lincoln Financial Field,22,27.986666666666668,1,292,10
E,3,Ecuador,Germany,2026-06-27,Gillette Stadium,21,25.01333333333333,84,225,292
E,3,Curaçao,Ivory Coast,2026-06-27,Lincoln Financial Field,21,28.246666666666663,1,8,10
F,1,Netherlands,Japan,2026-06-11,Arrowhead Stadium,1,27.546666666666667,259,227,155
F,1,Sweden,Tunisia,2026-06-11,AT&T Stadium,22,32.92,193,186,479
F,2,Netherlands,Sweden,2026-06-15,AT&T Stadium,17,34.133333333333326,193,227,186
F,2,Tunisia,Japan,2026-06-16,Arrowhead Stadium,2,28.74666666666667,259,479,155
F,3,Japan,Sweden,2026-06-23,Estadio BBVA,2,29.55333333333333,494,155,186
F,3,Tunisia,Netherlands,2026-06-23,Arrowhead Stadium,2,29.326666666666668,259,479,227
G,1,Belgium,Egypt,2026-06-11,BMO Field,21,19.453333333333333,83,42,584
G,1,Iran,New Zealand,2026-06-11,Gillette Stadium,20,21.83333333333333,84,164,66
G,2,New Zealand,Egypt,2026-06-17,Gillette Stadium,21,22.5,84,66,584
G,2,Belgium,Iran,2026-06-17,BMO Field,20,23.6,83,42,164
G,3,New Zealand,Belgium,2026-06-24,MetLife Stadium,20,26.433333333333337,4,66,42
G,3,Egypt,Iran,2026-06-24,Gillette Stadium,20,27.54666666666667,84,584,164
H,1,Spain,Cape Verde,2026-06-15,Levi's Stadium,21,24.446666666666665,3,270,13
H,1,Saudi Arabia,Uruguay,2026-06-16,SoFi Stadium,20,28.56666666666667,38,233,14
H,2,Spain,Saudi Arabia,2026-06-21,Levi's Stadium,20,26.24,3,270,233
H,2,Uruguay,Cape Verde,2026-06-20,SoFi Stadium,19,26.526666666666667,38,14,13
H,3,Cape Verde,Saudi Arabia,2026-06-27,SoFi Stadium,20,29.06666666666667,38,13,233
H,3,Uruguay,Spain,2026-06-27,Lumen Field,20,23.21333333333333,10,14,270
I,1,Iraq,Norway,2026-06-14,Gillette Stadium,20,21.880000000000003,84,663,249
I,1,France,Senegal,2026-06-14,BMO Field,19,21.540000000000003,83,64,38
I,2,Norway,Senegal,2026-06-20,Gillette Stadium,22,24.94,84,249,38
I,2,France,Iraq,2026-06-20,BMO Field,20,25.280000000000005,83,64,663
I,3,Norway,France,2026-06-27,MetLife Stadium,20,27.079999999999995,4,249,64
I,3,Senegal,Iraq,2026-06-27,BMO Field,20,23.72,83,38,663
J,1,Argentina,Algeria,2026-06-14,Mercedes-Benz Stadium,22,30.83333333333333,316,281,287
J,1,Austria,Jordan,2026-06-14,NRG Stadium,17,35.626666666666665,14,22,54
J,2,Argentina,Austria,2026-06-21,NRG Stadium,22,34.34,14,281,22
J,2,Jordan,Algeria,2026-06-21,AT&T Stadium,17,35.89333333333333,193,54,287
J,3,Jordan,Argentina,2026-06-27,NRG Stadium,17,36.65333333333333,14,54,281
J,3,Algeria,Austria,2026-06-27,AT&T Stadium,17,35.879999999999995,193,287,22
K,1,Portugal,DR Congo,2026-06-11,NRG Stadium,17,35.406666666666666,14,5,13
K,1,Uzbekistan,Colombia,2026-06-11,Mercedes-Benz Stadium,16,28.980000000000008,316,338,1566
K,2,Portugal,Uzbekistan,2026-06-18,NRG Stadium,18,35.86,14,5,338
K,2,Colombia,DR Congo,2026-06-18,AT&T Stadium,17,33.60666666666667,193,1566,13
K,3,DR Congo,Uzbekistan,2026-06-24,NRG Stadium,17,37.07333333333334,14,13,338
K,3,Colombia,Portugal,2026-06-24,AT&T Stadium,17,36.626666666666665,193,1566,5
L,1,England,Croatia,2026-06-12,Lincoln Financial Field,20,27.49333333333333,1,281,15
L,1,Ghana,Panama,2026-06-11,MetLife Stadium,23,21.646666666666665,4,126,221
L,2,England,Ghana,2026-06-18,Lincoln Financial Field,23,25.48666666666667,1,281,126
L,2,Panama,Croatia,2026-06-18,MetLife Stadium,21,24.293333333333333,4,221,15
L,3,Panama,England,2026-06-24,Mercedes-Benz Stadium,22,32.20666666666666,316,221,281
L,3,Croatia,Ghana,2026-06-24,Lincoln Financial Field,22,28.3,1,15,126
