#match,group,date,local_time,stadium,city,country,day,UTC_Offset,side,opponent,localtime,country_odds,opponent_odds,country_weighted,opponent_weighted,p_win,closeness,trends_interest_per_capita,game_weight_for_country,local_hour
55,E,2026-06-25,16.0,MetLife Stadium,New Jersey,Germany,3,-4,team_2,Ecuador,21.0,Germany,Ecuador,Germany,Ecuador,0.5641676433995375,0.8949013779760656,420000000.0,3758.5857874994754,21
17,I,2026-06-16,15.0,MetLife Stadium,New Jersey,Senegal,1,-4,team_2,France,19.0,Senegal,France,Senegal,France,0.1345417421605756,0.7972968356585639,87500000.0,697.6347312012434,19
43,I,2026-06-22,20.0,MetLife Stadium,New Jersey,Senegal,2,-4,team_2,Norway,0.0,Senegal,Norway,Senegal,Norway,0.2715832680706564,0.9735362766185184,87500000.0,851.8442420412035,0
20,J,2026-06-16,0.0,Levi's Stadium,San Francisco,Jordan,1,-7,team_2,Austria,10.0,Jordan,Austria,Jordan,Austria,0.1095706714170941,0.7224298025551159,70000000.0,505.7008617885811,10
67,L,2026-06-27,17.0,MetLife Stadium,New Jersey,England,3,-4,team_2,Panama,21.0,England,Panama,England,Panama,0.7756342094531137,0.6165365018763684,627000000.0,3865.6838667648303,21
44,J,2026-06-22,23.0,Levi's Stadium,San Francisco,Algeria,2,-7,team_2,Jordan,7.0,Algeria,Jordan,Algeria,Jordan,0.5725276856034155,0.8859016500337069,220000000.0,1948.9836300741551,7
31,C,2026-06-19,21.0,Lincoln Financial Field,Philadelphia,Haiti,2,-4,team_2,Brazil,20.0,Haiti,Brazil,Haiti,Brazil,0.0246882836935672,0.3416262160970277,68400000.0,233.67233181036696,20
11,E,2026-06-14,19.0,Lincoln Financial Field,Philadelphia,Ecuador,1,-4,team_2,Ivory Coast,18.0,Ecuador,Ivory Coast,Ecuador,Ivory Coast,0.415271174952272,0.9848465937826232,129500000.0,1275.376338948497,18
56,E,2026-06-25,16.0,Lincoln Financial Field,Philadelphia,Ivory Coast,3,-4,team_2,Curaçao,20.0,Ivory Coast,Curaçao,Ivory Coast,Curaçao,0.7156413411965213,0.7114477822386777,84000000.0,597.6161370804892,20
42,I,2026-06-22,17.0,Lincoln Financial Field,Philadelphia,Iraq,2,-4,team_2,France,0.0,Iraq,France,Iraq,France,0.0406629841600025,0.4731390617623585,258000000.0,1220.698779346885,0
68,L,2026-06-27,17.0,Lincoln Financial Field,Philadelphia,Ghana,3,-4,team_2,Croatia,21.0,Ghana,Croatia,Ghana,Croatia,0.1985764180404891,0.9129012987531177,1190000000.0,10863.5254551621,21
48,K,2026-06-23,22.0,Estadio Akron,Guadalajara,DR Congo,2,-6,team_2,Colombia,5.0,DR Congo,Colombia,DR Congo,Colombia,0.1364080172733252,0.8229491137887812,297000000.0,2444.1588679526803,5
50,B,2026-06-24,15.0,Lumen Field,Seattle,Qatar,3,-7,team_2,Bosnia and Herzegovina,1.0,Qatar,Bosnia & Herzegovina,Qatar,Bosnia & Herzegovina,0.1876878971913115,0.9046642994229948,83200000.0,752.6806971199316,1
30,D,2026-06-19,15.0,Lumen Field,Seattle,Australia,2,-7,team_2,USA,8.0,Australia,USA,Australia,USA,0.200982335616973,0.9144454911967268,338000000.0,3090.825760244936,8
65,G,2026-06-26,23.0,Lumen Field,Seattle,Iran,3,-7,team_2,Egypt,9.5,Iran,Egypt,Iran,Egypt,0.2984054028835133,0.9935250984928328,91000000.0,904.1078396284778,9
3,B,2026-06-12,15.0,BMO Field,Toronto,Bosnia and Herzegovina,1,-4,team_2,Canada,20.0,Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,Canada,0.2167389790196351,0.9310115130922966,59400000.0,553.0208387768241,20
34,E,2026-06-20,16.0,BMO Field,Toronto,Ivory Coast,2,-4,team_2,Germany,20.0,Ivory Coast,Germany,Ivory Coast,Germany,0.1665755881080135,0.8513609739041146,84000000.0,715.1432180794562,20
62,I,2026-06-26,15.0,BMO Field,Toronto,Iraq,3,-4,team_2,Senegal,22.0,Iraq,Senegal,Iraq,Senegal,0.1481332422481745,0.8333513543822001,258000000.0,2150.046494306076,22
23,L,2026-06-17,19.0,BMO Field,Toronto,Panama,1,-4,team_2,Ghana,18.0,Panama,Ghana,Panama,Ghana,0.2594202712449828,0.9638975657692735,48400000.0,466.5264218323284,18
47,L,2026-06-23,19.0,BMO Field,Toronto,Croatia,2,-4,team_2,Panama,0.0,Croatia,Panama,Croatia,Panama,0.6259018993254886,0.8272613519351831,36000000.0,297.8140866966659,0
