match,group,date,time,tz,team1,team2,stadium,city_name,country,lat,lon,kickoff,temperature_2m,relative_humidity_2m,elevation,apparent_temperature,team1_camp_name,team1_camp_latitude,team1_camp_longitude,team1_orig_team,team1_elevation,team1_temperature_2m,team1_relative_humidity_2m,team1_apparent_temperature,team2_camp_name,team2_camp_latitude,team2_camp_longitude,team2_orig_team,team2_elevation,team2_temperature_2m,team2_relative_humidity_2m,team2_apparent_temperature
13,H,2026-06-15,18:00,UTC-4,Saudi Arabia,Uruguay,Hard Rock Stadium,Miami Gardens,USA,25.958,-80.239,2026-06-15 18:00:00,28.739999999999995,72.13333333333334,5.0,32.66,Austin FC Stadium,30.404217,-97.71127,Saudi Arabia,233.0,28.466184210526315,69.71315789473684,31.628947368421052,Mayakoba Training Centre Cancun,20.702986,-87.09091,Uruguay,14.0,27.44315789473684,82.16052631578947,31.97087719298246
38,H,2026-06-21,12:00,UTC-4,Spain,Saudi Arabia,Mercedes-Benz Stadium,Atlanta,USA,33.755,-84.401,2026-06-21 12:00:00,27.57333333333333,62.46666666666667,316.0,30.00666666666667,Baylor School,35.114235,-85.29935,Spain,270.0,24.355745614035087,70.84210526315789,26.719342105263156,Austin FC Stadium,30.404217,-97.71127,Saudi Arabia,233.0,28.466184210526315,69.71315789473684,31.628947368421052
37,H,2026-06-21,18:00,UTC-4,Uruguay,Cape Verde,Hard Rock Stadium,Miami Gardens,USA,25.958,-80.239,2026-06-21 18:00:00,29.333333333333332,66.0,5.0,32.459999999999994,Mayakoba Training Centre Cancun,20.702986,-87.09091,Uruguay,14.0,27.44315789473684,82.16052631578947,31.97087719298246,Waters Sportsplex,28.01406,-82.48306,Cape Verde,13.0,27.143903508771928,77.81491228070175,31.200701754385967
65,H,2026-06-26,19:00,UTC-5,Cape Verde,Saudi Arabia,NRG Stadium,Houston,USA,29.685,-95.411,2026-06-26 19:00:00,30.860000000000003,64.66666666666667,14.0,34.46,Waters Sportsplex,28.01406,-82.48306,Cape Verde,13.0,27.143903508771928,77.81491228070175,31.200701754385967,Austin FC Stadium,30.404217,-97.71127,Saudi Arabia,233.0,28.466184210526315,69.71315789473684,31.628947368421052
66,H,2026-06-26,18:00,UTC-6,Uruguay,Spain,Estadio Akron,Zapopan,Mexico,20.689,-103.467,2026-06-26 18:00:00,21.92,63.53333333333333,1665.0,21.293333333333333,Mayakoba Training Centre Cancun,20.702986,-87.09091,Uruguay,14.0,27.44315789473684,82.16052631578947,31.97087719298246,Baylor School,35.114235,-85.29935,Spain,270.0,24.355745614035087,70.84210526315789,26.719342105263156
17,I,2026-06-16,15:00,UTC-4,France,Senegal,MetLife Stadium,East Rutherford,USA,40.814,-74.075,2026-06-16 15:00:00,21.76,61.266666666666666,4.0,21.233333333333334,Bentley University,42.425304,-71.23349,France,64.0,20.5559649122807,70.92105263157895,20.819122807017543,Rutgers University,40.52724,-74.491516,Senegal,38.0,22.650087719298245,65.03815789473684,23.130833333333335
18,I,2026-06-16,18:00,UTC-4,Iraq,Norway,Gillette Stadium,Foxborough,USA,42.091,-71.264,2026-06-16 18:00:00,21.38,54.4,84.0,19.993333333333332,The Greenbrier Sports Performance Centre,37.785587,-80.24097,Iraq,663.0,20.233245614035088,72.49473684210527,20.83815789473684,UNC Greensboro,36.098415,-79.84436,Norway,249.0,24.572236842105266,65.95219298245614,26.04934210526316
42,I,2026-06-22,17:00,UTC-4,France,Iraq,Lincoln Financial Field,Philadelphia,USA,39.901,-75.168,2026-06-22 17:00:00,26.6,61.333333333333336,1.0,27.25333333333333,Bentley University,42.425304,-71.23349,France,64.0,20.5559649122807,70.92105263157895,20.819122807017543,The Greenbrier Sports Performance Centre,37.785587,-80.24097,Iraq,663.0,20.233245614035088,72.49473684210527,20.83815789473684
41,I,2026-06-22,20:00,UTC-4,Norway,Senegal,MetLife Stadium,East Rutherford,USA,40.814,-74.075,2026-06-22 20:00:00,22.64666666666666,74.33333333333333,4.0,23.626666666666665,UNC Greensboro,36.098415,-79.84436,Norway,249.0,24.572236842105266,65.95219298245614,26.04934210526316,Rutgers University,40.52724,-74.491516,Senegal,38.0,22.650087719298245,65.03815789473684,23.130833333333335
61,I,2026-06-26,15:00,UTC-4,Norway,France,Gillette Stadium,Foxborough,USA,42.091,-71.264,2026-06-26 15:00:00,26.813333333333336,58.733333333333334,84.0,27.5,UNC Greensboro,36.098415,-79.84436,Norway,249.0,24.572236842105266,65.95219298245614,26.04934210526316,Bentley University,42.425304,-71.23349,France,64.0,20.5559649122807,70.92105263157895,20.819122807017543
62,I,2026-06-26,15:00,UTC-4,Senegal,Iraq,BMO Field,Toronto,Canada,43.633,-79.419,2026-06-26 15:00:00,23.78666666666667,69.66666666666667,83.0,24.30666666666667,Rutgers University,40.52724,-74.491516,Senegal,38.0,22.650087719298245,65.03815789473684,23.130833333333335,The Greenbrier Sports Performance Centre,37.785587,-80.24097,Iraq,663.0,20.233245614035088,72.49473684210527,20.83815789473684
19,J,2026-06-16,20:00,UTC-5,Argentina,Algeria,Arrowhead Stadium,Kansas City,USA,39.049,-94.484,2026-06-16 20:00:00,28.266666666666666,59.666666666666664,259.0,30.26,Sporting KC Training Centre,38.980667,-94.80823,Argentina,281.0,25.555833333333336,66.62324561403508,27.33859649122807,University of Kansas,38.980667,-95.30136,Algeria,287.0,25.88938596491228,66.28245614035087,27.729780701754382
19,J,2026-06-16,20:00,UTC-5,Argentina,Algeria,Arrowhead Stadium,Kansas City,USA,39.049,-94.484,2026-06-16 20:00:00,28.266666666666666,59.666666666666664,259.0,30.26,Sporting KC Training Centre,38.980667,-94.80823,Argentina,281.0,25.555833333333336,66.62324561403508,27.33859649122807,University of Kansas,38.980667,-95.30136,Algeria,287.0,25.88938596491228,66.28245614035087,27.729780701754382
19,J,2026-06-16,20:00,UTC-5,Argentina,Algeria,Arrowhead Stadium,Kansas City,USA,39.049,-94.484,2026-06-16 20:00:00,28.266666666666666,59.666666666666664,259.0,30.26,Sporting KC Training Centre,38.980667,-94.80823,Argentina,281.0,25.555833333333336,66.62324561403508,27.33859649122807,University of Kansas,38.980667,-95.30136,Algeria,287.0,25.88938596491228,66.28245614035087,27.729780701754382
19,J,2026-06-16,20:00,UTC-5,Argentina,Algeria,Arrowhead Stadium,Kansas City,USA,39.049,-94.484,2026-06-16 20:00:00,28.266666666666666,59.666666666666664,259.0,30.26,Sporting KC Training Centre,38.980667,-94.80823,Argentina,281.0,25.555833333333336,66.62324561403508,27.33859649122807,University of Kansas,38.980667,-95.30136,Algeria,287.0,25.88938596491228,66.28245614035087,27.729780701754382
20,J,2026-06-16,21:00,UTC-7,Austria,Jordan,Levi's Stadium,Santa Clara,USA,37.403,-121.97,2026-06-16 21:00:00,17.720000000000002,58.13333333333333,3.0,15.86,UC Santa Barbara - Harder Stadium,34.481544,-119.8111,Austria,22.0,20.99640350877193,63.17850877192983,21.648728070175437,University of Portland,45.58875,-122.68869,Jordan,54.0,17.529649122807015,66.72105263157894,16.707149122807017
43,J,2026-06-22,12:00,UTC-5,Argentina,Austria,AT&T Stadium,Dallas,USA,32.748,-97.093,2026-06-22 12:00:00,30.713333333333328,53.8,193.0,33.89333333333334,Sporting KC Training Centre,38.980667,-94.80823,Argentina,281.0,25.555833333333336,66.62324561403508,27.33859649122807,UC Santa Barbara - Harder Stadium,34.481544,-119.8111,Austria,22.0,20.99640350877193,63.17850877192983,21.648728070175437
43,J,2026-06-22,12:00,UTC-5,Argentina,Austria,AT&T Stadium,Dallas,USA,32.748,-97.093,2026-06-22 12:00:00,30.713333333333328,53.8,193.0,33.89333333333334,Sporting KC Training Centre,38.980667,-94.80823,Argentina,281.0,25.555833333333336,66.62324561403508,27.33859649122807,UC Santa Barbara - Harder Stadium,34.481544,-119.8111,Austria,22.0,20.99640350877193,63.17850877192983,21.648728070175437
44,J,2026-06-22,20:00,UTC-7,Jordan,Algeria,Levi's Stadium,Santa Clara,USA,37.403,-121.97,2026-06-22 20:00:00,21.319999999999997,50.06666666666667,3.0,19.413333333333338,University of Portland,45.58875,-122.68869,Jordan,54.0,17.529649122807015,66.72105263157894,16.707149122807017,University of Kansas,38.980667,-95.30136,Algeria,287.0,25.88938596491228,66.28245614035087,27.729780701754382
44,J,2026-06-22,20:00,UTC-7,Jordan,Algeria,Levi's Stadium,Santa Clara,USA,37.403,-121.97,2026-06-22 20:00:00,21.319999999999997,50.06666666666667,3.0,19.413333333333338,University of Portland,45.58875,-122.68869,Jordan,54.0,17.529649122807015,66.72105263157894,16.707149122807017,University of Kansas,38.980667,-95.30136,Algeria,287.0,25.88938596491228,66.28245614035087,27.729780701754382
