month,day,hour,stadium,city,latitude,longitude,utc_offset_seconds,timezone,timezone_abbreviation,elevation,temperature_2m,relative_humidity_2m,apparent_temperature
6,17,4,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,15.1,74.93333333333334,13.899999999999999
6,17,5,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,14.686666666666666,76.4,13.553333333333333
6,17,6,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,14.9,76.0,13.74
6,17,7,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,15.893333333333333,74.6,14.946666666666667
6,17,8,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,17.493333333333332,71.26666666666667,16.74666666666667
6,17,9,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,19.26,66.73333333333333,18.686666666666667
6,17,10,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,20.77333333333333,61.0,20.146666666666665
6,17,11,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,22.073333333333334,56.13333333333333,21.526666666666664
6,17,12,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,23.206666666666663,52.06666666666667,22.86
6,17,13,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,24.14666666666666,49.06666666666667,23.799999999999997
6,17,14,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,24.82666666666666,46.666666666666664,24.27333333333333
6,17,15,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,25.133333333333333,45.266666666666666,24.133333333333333
6,17,16,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,24.946666666666665,46.0,23.6
6,17,17,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,24.386666666666663,48.2,22.720000000000006
6,17,18,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,23.466666666666665,51.666666666666664,21.71333333333333
6,17,19,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,22.386666666666667,54.733333333333334,20.706666666666667
6,17,20,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,21.1,58.0,19.580000000000002
6,17,21,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,19.98,60.8,18.553333333333335
6,17,22,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,19.133333333333333,63.86666666666667,17.78666666666667
6,17,23,BMO Field,Toronto,43.690685,-79.41174,-14400,America/Toronto,GMT-4,83.0,18.273333333333333,65.46666666666667,16.96666666666667
